Origin,Destination,TemperatureC,WindSpeedKph,ScheduledDepartureHour,DelayMinutes
HYD,DEL,23.0,5.9,3,0
BLR,BOM,31.2,10.1,12,0
MAA,DEL,34.3,24.2,3,0
DEL,HYD,29.3,0.9,11,33
HYD,BLR,31.4,23.4,20,22
MAA,DEL,29.8,17.4,21,0
MAA,HYD,23.9,9.0,4,35
HYD,BOM,34.8,3.5,14,38
BOM,DEL,33.1,4.9,20,70
MAA,HYD,34.8,24.0,20,33
BLR,BOM,31.0,9.8,22,2
BOM,HYD,32.7,8.2,4,0
DEL,BOM,21.8,5.8,14,7
MAA,DEL,26.6,12.4,4,4
MAA,BLR,33.7,14.3,11,18
BOM,MAA,23.6,20.9,18,36
BOM,HYD,34.9,23.7,18,25
DEL,BLR,20.8,8.2,6,16
DEL,HYD,31.2,9.8,23,25
MAA,DEL,31.1,0.7,9,22
BLR,DEL,25.6,7.0,19,12
DEL,HYD,21.1,6.5,2,9
HYD,BLR,31.0,9.0,7,37
HYD,DEL,28.0,20.2,19,34
DEL,HYD,29.0,18.4,21,62
MAA,HYD,22.3,9.4,19,7
BOM,DEL,33.7,12.6,12,8
BLR,HYD,24.0,23.4,17,24
BLR,HYD,34.8,4.9,17,5
MAA,DEL,23.1,19.5,20,0
HYD,DEL,21.7,14.2,3,56
BLR,MAA,34.5,9.7,22,13
BLR,DEL,32.9,14.5,21,9
HYD,BOM,27.5,10.9,19,16
MAA,BLR,33.2,6.0,14,26
MAA,BOM,33.9,8.6,23,7
DEL,MAA,28.8,22.6,12,38
DEL,BOM,29.0,2.9,18,26
HYD,BLR,22.9,7.3,21,0
HYD,DEL,27.5,2.7,9,23
BOM,BLR,20.6,12.1,1,19
MAA,HYD,33.2,4.3,4,21
HYD,MAA,30.0,17.8,15,0
HYD,BLR,26.0,23.4,12,15
BLR,BOM,20.8,9.3,22,27
MAA,HYD,31.4,19.8,15,50
HYD,BOM,30.6,4.1,3,28
BLR,MAA,34.3,11.7,12,22
HYD,BLR,25.6,9.0,20,11
BLR,BOM,22.3,23.9,10,27
MAA,BLR,33.6,18.1,15,12
HYD,BOM,28.2,4.2,22,0
MAA,HYD,28.7,19.7,14,27
MAA,BOM,33.0,16.8,2,70
MAA,HYD,30.0,2.3,11,17
HYD,BOM,32.2,22.4,0,18
MAA,HYD,25.9,12.1,4,22
BOM,HYD,33.0,24.5,23,0
MAA,HYD,30.8,15.2,4,13
DEL,BOM,34.0,20.3,20,36
DEL,MAA,26.3,19.9,3,0
DEL,BOM,33.6,20.0,20,23
BLR,DEL,27.2,22.5,15,7
HYD,BLR,33.6,17.1,21,36
MAA,DEL,30.2,0.2,13,30
MAA,HYD,24.7,24.7,5,27
BOM,BLR,25.9,4.8,20,12
MAA,BLR,30.4,12.6,13,29
MAA,DEL,26.4,18.8,22,0
DEL,BOM,21.2,24.0,18,64
HYD,DEL,27.9,16.3,11,4
BLR,BOM,34.8,19.5,16,39
BOM,MAA,27.2,5.2,9,24
HYD,MAA,29.4,21.4,8,28
DEL,MAA,22.8,14.8,9,1
DEL,MAA,30.8,3.0,17,10
HYD,BLR,22.9,13.3,9,32
DEL,BOM,31.2,20.1,23,0
BOM,HYD,20.2,2.9,3,0
MAA,DEL,31.5,22.0,12,28
DEL,MAA,27.8,8.1,8,28
DEL,BOM,26.8,20.2,18,39
BOM,DEL,33.4,9.8,0,21
BLR,HYD,31.3,23.4,1,2
BOM,HYD,21.2,7.2,17,0
BOM,BLR,29.1,4.4,13,7
DEL,MAA,24.7,0.9,5,0
HYD,BLR,26.9,4.0,6,0
HYD,BOM,34.5,5.1,19,0
DEL,MAA,21.2,7.4,13,18
BOM,HYD,28.8,12.2,8,10
MAA,HYD,21.7,14.0,5,13
MAA,HYD,24.9,12.5,13,41
HYD,BOM,24.9,20.7,3,18
BLR,DEL,23.7,13.5,12,10
BLR,HYD,24.1,17.5,14,11
HYD,BOM,33.2,9.1,4,0
HYD,BOM,26.8,9.2,20,19
MAA,DEL,30.6,24.3,14,0
HYD,MAA,21.1,15.9,6,26
DEL,BOM,33.0,18.5,2,29
BOM,DEL,24.0,24.7,6,61
MAA,HYD,24.9,6.3,0,0
HYD,BOM,25.3,20.3,20,24
DEL,BLR,21.8,12.5,21,38
HYD,DEL,25.4,16.5,19,10
BOM,HYD,33.4,3.0,19,30
HYD,BOM,20.9,14.3,18,2
MAA,BLR,23.1,24.1,9,0
BLR,MAA,20.4,20.6,19,27
DEL,BLR,20.1,13.8,13,1
DEL,BLR,25.7,4.0,22,0
BOM,MAA,28.1,11.5,19,41
MAA,BLR,32.7,12.3,23,22
BLR,DEL,31.7,6.5,14,13
HYD,MAA,34.6,16.0,6,43
MAA,BOM,29.7,13.1,9,55
BLR,MAA,27.1,9.2,14,66
MAA,BLR,28.8,12.5,13,26
BOM,BLR,24.5,10.5,20,27
DEL,HYD,27.9,8.2,22,26
BLR,HYD,25.7,0.0,18,47
MAA,BOM,28.4,2.7,5,27
MAA,HYD,28.8,16.0,5,18
DEL,BLR,34.2,4.3,19,16
BOM,DEL,30.6,3.4,8,15
BLR,MAA,24.3,2.5,0,33
MAA,DEL,29.6,13.0,18,0
DEL,BLR,31.2,24.3,1,35
MAA,HYD,22.5,10.3,21,0
BLR,HYD,23.4,12.3,20,0
BLR,BOM,27.0,22.4,6,14
BLR,BOM,33.0,24.4,12,0
HYD,MAA,26.9,10.2,2,28
BLR,MAA,31.3,21.6,12,28
BLR,HYD,25.0,3.1,11,20
HYD,DEL,22.6,5.7,16,33
MAA,BLR,30.2,0.7,21,49
BOM,MAA,23.6,23.0,8,28
BOM,HYD,34.0,7.6,5,16
MAA,HYD,27.1,15.6,4,31
DEL,MAA,20.6,2.5,8,27
BLR,MAA,32.6,16.7,14,21
MAA,HYD,22.7,5.8,22,9
BLR,BOM,31.2,0.5,5,9
DEL,MAA,25.5,14.8,21,19
DEL,BLR,32.7,8.3,5,12
BLR,BOM,22.0,23.5,17,17
DEL,BOM,21.5,0.0,1,0
BLR,BOM,23.8,17.0,20,19
BLR,BOM,22.9,1.4,1,0
HYD,BLR,29.5,7.8,11,53
BLR,BOM,31.2,21.9,8,35
BOM,DEL,25.3,24.5,3,0
MAA,BLR,21.8,6.6,17,0
MAA,HYD,33.9,5.6,23,30
DEL,BOM,21.1,5.0,11,4
HYD,MAA,23.2,23.3,17,0
BOM,BLR,28.8,13.9,2,8
DEL,BLR,30.4,24.7,1,4
HYD,DEL,24.8,10.1,16,0
BOM,HYD,21.1,19.2,4,26
MAA,HYD,27.4,24.9,16,0
BLR,BOM,23.1,9.1,22,36
DEL,BOM,26.9,9.4,16,23
MAA,HYD,31.8,4.7,5,3
BOM,DEL,22.3,25.0,12,40
HYD,BOM,22.2,4.7,0,21
MAA,DEL,29.7,18.5,17,16
HYD,MAA,24.8,22.6,11,3
BOM,MAA,33.8,6.9,20,0
HYD,BOM,32.7,20.9,0,16
BOM,MAA,26.2,14.2,6,13
BLR,MAA,22.7,12.1,4,0
BLR,BOM,27.1,21.6,18,33
MAA,HYD,28.6,0.8,4,6
DEL,BOM,29.7,13.6,15,11
HYD,BOM,22.3,4.0,5,0
BLR,HYD,22.8,21.6,22,31
BOM,BLR,22.8,2.8,3,26
BOM,HYD,34.3,15.0,4,15
HYD,MAA,24.6,19.3,15,2
MAA,BLR,34.9,4.1,0,5
DEL,MAA,21.1,12.9,6,10
MAA,DEL,29.5,19.0,6,36
BLR,DEL,28.8,1.1,5,8
BLR,MAA,22.9,4.7,9,33
DEL,BLR,34.6,16.8,12,21
MAA,BLR,23.8,2.3,10,21
HYD,MAA,31.7,5.4,0,11
DEL,BLR,27.3,11.8,21,0
BOM,DEL,22.9,22.1,1,47
HYD,DEL,32.4,9.1,19,28
BOM,HYD,34.8,19.9,16,7
DEL,BLR,22.6,22.2,6,6
BLR,DEL,20.1,21.1,0,12
MAA,BLR,28.2,11.7,4,40
BLR,HYD,26.2,14.6,11,37
MAA,HYD,27.5,4.9,4,6
DEL,BOM,28.0,17.3,22,23
BOM,MAA,26.4,17.3,13,17
MAA,BOM,20.5,18.9,11,5
BLR,BOM,32.8,3.4,2,16
DEL,MAA,26.6,19.0,15,0
BOM,MAA,28.0,5.1,6,9
DEL,MAA,24.3,17.8,2,6
BOM,DEL,29.7,13.8,19,43
BOM,BLR,23.6,19.6,12,9
HYD,DEL,20.3,22.7,3,1
MAA,DEL,20.3,14.5,18,50
DEL,HYD,29.7,23.1,19,0
BOM,DEL,34.8,24.5,10,0
BOM,DEL,34.5,12.6,4,0
BLR,DEL,20.6,5.2,1,8
DEL,BLR,24.5,21.2,19,0
HYD,MAA,26.8,17.5,22,50
BOM,BLR,21.3,7.5,13,4
BLR,BOM,26.5,16.1,16,13
BLR,DEL,29.0,11.5,11,42
HYD,MAA,22.9,5.8,5,30
BLR,BOM,23.4,5.4,18,7
HYD,BLR,24.8,10.1,2,25
BLR,BOM,30.9,0.9,0,23
HYD,BOM,23.9,7.1,10,21
DEL,MAA,20.2,12.1,9,3
HYD,BLR,32.3,6.0,15,0
HYD,DEL,22.9,20.1,9,43
BOM,MAA,32.5,24.5,8,42
DEL,MAA,27.1,21.8,12,0
BLR,MAA,21.2,3.6,8,6
MAA,DEL,27.2,12.7,0,27
HYD,BLR,34.4,18.9,18,15
MAA,BOM,33.5,23.5,17,0
HYD,MAA,30.7,22.0,16,0
DEL,HYD,27.5,8.4,18,14
DEL,MAA,33.6,12.5,19,0
DEL,BLR,23.7,17.8,7,0
HYD,DEL,23.4,7.0,13,0
HYD,BLR,28.4,18.2,20,3
HYD,BOM,31.0,13.6,7,0
MAA,HYD,30.9,19.2,3,0
HYD,BLR,25.1,19.2,21,36
MAA,BLR,28.5,19.9,3,23
BLR,DEL,22.4,0.4,10,32
MAA,DEL,22.5,7.6,15,25
MAA,BLR,28.6,2.8,18,18
DEL,BOM,34.2,23.4,2,14
DEL,BLR,20.1,24.9,9,11
DEL,HYD,29.1,23.0,17,6
DEL,BOM,27.5,12.2,7,33
BLR,MAA,34.7,2.2,16,26
DEL,HYD,28.6,2.9,16,0
DEL,BLR,24.1,5.5,15,58
BOM,DEL,26.7,15.1,17,2
BLR,BOM,30.2,17.6,22,35
BOM,MAA,25.4,5.4,1,51
MAA,BOM,34.6,17.9,6,0
HYD,MAA,30.7,11.5,2,24
DEL,HYD,28.6,14.5,7,1
BLR,MAA,28.0,10.5,23,11
MAA,BLR,30.7,1.5,14,22
DEL,HYD,26.0,20.8,5,13
DEL,HYD,33.6,14.7,13,13
DEL,BOM,34.5,10.4,3,20
BLR,HYD,28.1,6.7,12,7
DEL,BLR,20.3,0.3,23,44
MAA,BOM,26.8,10.7,15,8
MAA,BLR,33.1,2.1,15,20
MAA,BOM,34.5,11.7,21,1
BOM,MAA,29.9,16.8,19,11
BOM,HYD,32.7,4.6,11,9
BOM,BLR,21.4,13.9,1,9
MAA,DEL,22.7,1.5,3,39
DEL,BOM,30.2,15.6,15,3
MAA,BLR,29.3,20.9,17,38
DEL,HYD,29.0,21.7,1,19
HYD,MAA,22.8,14.8,23,37
BLR,BOM,20.1,2.3,6,10
HYD,MAA,22.8,17.3,14,12
MAA,HYD,29.3,4.6,12,0
BOM,MAA,31.1,5.3,21,24
MAA,BLR,29.6,23.9,12,41
BLR,DEL,27.1,18.9,15,26
HYD,BLR,20.4,7.4,13,15
HYD,MAA,24.3,6.0,8,15
BOM,MAA,20.2,18.6,12,14
DEL,HYD,31.5,20.5,1,0
DEL,MAA,29.7,6.7,6,13
HYD,MAA,33.9,17.8,17,4
HYD,BLR,22.4,20.2,1,15
BLR,BOM,28.9,17.7,18,6
HYD,MAA,23.4,4.7,7,41
BOM,HYD,26.4,17.4,14,0
DEL,HYD,25.2,9.2,14,39
BLR,HYD,32.1,13.1,2,0
DEL,MAA,32.5,4.1,23,3
MAA,DEL,33.6,20.8,6,7
HYD,MAA,30.7,10.0,21,27
DEL,MAA,28.1,9.7,5,13
MAA,BLR,30.4,19.3,4,0
HYD,MAA,34.8,4.3,9,0
DEL,HYD,31.3,17.3,22,37
HYD,BLR,32.8,21.8,17,31
HYD,BOM,32.6,24.0,19,0
BLR,DEL,27.3,16.6,15,1
HYD,MAA,31.2,7.8,13,0
HYD,BLR,31.8,19.0,21,0
MAA,BOM,29.8,17.5,6,0
HYD,DEL,25.3,0.8,1,7
MAA,BOM,33.7,22.6,1,24
BOM,MAA,21.9,21.6,8,0
DEL,BOM,20.9,23.6,5,34
HYD,BOM,30.4,1.1,11,43
MAA,HYD,20.6,9.9,20,9
MAA,BLR,24.6,0.8,16,53
DEL,HYD,21.7,8.3,19,0
HYD,BOM,21.9,18.9,22,0
BLR,HYD,29.8,2.7,1,0
MAA,DEL,25.7,0.2,10,50
HYD,MAA,23.8,19.7,1,22
DEL,BLR,28.1,3.8,13,0
BOM,MAA,23.8,0.9,15,3
BLR,MAA,33.9,21.0,20,51
DEL,BLR,23.6,17.9,1,0
MAA,HYD,21.5,6.7,16,30
MAA,DEL,24.2,10.1,16,45
HYD,DEL,26.2,2.1,12,29
DEL,MAA,21.8,17.6,6,60
DEL,MAA,25.6,16.9,0,8
DEL,BOM,28.6,1.1,22,3
HYD,BOM,33.0,10.6,20,13
MAA,BOM,24.7,1.0,13,9
MAA,DEL,28.1,8.5,22,0
HYD,MAA,20.9,23.6,5,7
MAA,HYD,34.7,16.7,9,18
DEL,BLR,32.7,12.5,11,6
BLR,HYD,32.8,9.8,14,0
BOM,BLR,31.2,8.2,0,0
BOM,MAA,34.8,7.6,2,24
BOM,MAA,32.3,10.8,20,0
BLR,BOM,27.1,21.7,19,43
MAA,DEL,32.3,5.7,14,2
HYD,BOM,21.6,9.3,10,0
HYD,MAA,27.7,0.6,4,0
MAA,HYD,30.4,0.6,10,34
BOM,DEL,20.9,13.5,1,0
MAA,HYD,24.4,8.4,5,11
DEL,BLR,23.9,15.4,6,0
MAA,HYD,23.4,19.7,23,39
BOM,DEL,25.8,4.5,11,12
BLR,BOM,34.8,17.3,19,0
MAA,BLR,29.7,12.6,2,1
BOM,BLR,23.4,21.1,17,12
MAA,BOM,25.0,14.9,21,0
DEL,BOM,21.9,17.3,7,27
BOM,BLR,20.4,5.4,8,0
MAA,HYD,23.9,23.0,5,45
MAA,BOM,30.2,0.4,8,19
BLR,BOM,23.3,18.3,15,34
MAA,DEL,28.3,24.6,23,1
MAA,BOM,24.8,12.5,22,10
BOM,MAA,27.1,23.8,23,5
HYD,MAA,21.8,17.8,3,47
BOM,BLR,25.5,17.9,10,19
MAA,DEL,34.3,7.0,22,23
BLR,BOM,33.4,13.8,0,14
BOM,HYD,27.1,6.9,1,50
MAA,BLR,34.6,23.4,10,3
HYD,BLR,24.5,17.5,19,0
BOM,HYD,34.3,21.9,12,3
BOM,HYD,28.5,9.4,0,52
HYD,DEL,34.4,22.5,3,34
HYD,BLR,29.2,18.4,23,39
MAA,HYD,23.1,19.3,18,42
HYD,DEL,31.2,13.9,17,0
MAA,BOM,20.0,1.8,21,8
BLR,MAA,28.3,17.7,12,17
HYD,BLR,28.8,21.6,20,37
BOM,MAA,22.7,22.3,4,21
HYD,MAA,22.4,22.4,19,13
MAA,DEL,24.7,4.1,4,0
DEL,MAA,27.4,18.9,10,38
DEL,BOM,24.5,23.2,2,26
BLR,MAA,21.8,10.0,16,33
BOM,BLR,20.1,25.0,9,26
DEL,BOM,29.2,11.9,17,56
DEL,HYD,30.8,12.5,21,1
MAA,HYD,28.3,11.8,4,22
BOM,MAA,20.3,22.3,6,0
BOM,HYD,20.8,16.7,3,34
BOM,BLR,34.2,20.2,12,0
BOM,DEL,32.4,21.2,8,28
MAA,DEL,34.9,11.7,0,64
BLR,HYD,24.1,10.3,8,0
BLR,DEL,26.2,22.2,8,11
MAA,HYD,26.1,10.3,18,21
DEL,BLR,28.7,22.7,9,0
BOM,DEL,32.2,13.7,18,52
BLR,BOM,22.0,18.9,22,23
DEL,BOM,34.3,18.3,5,41
BOM,DEL,27.0,18.3,15,15
BLR,BOM,33.7,18.0,14,36
HYD,MAA,31.5,4.9,16,23
BLR,DEL,34.8,6.6,20,46
MAA,BLR,21.0,16.3,12,0
DEL,MAA,34.5,13.1,1,31
HYD,MAA,21.1,10.7,20,17
HYD,BLR,25.3,19.5,3,17
BOM,HYD,31.9,5.7,5,33
BLR,HYD,29.9,12.0,3,43
MAA,HYD,22.5,16.3,21,0
MAA,HYD,28.8,7.9,0,47
DEL,HYD,20.6,10.4,21,59
MAA,DEL,28.4,15.1,10,23
BLR,DEL,26.5,15.5,8,14
DEL,HYD,33.7,5.2,8,0
DEL,BOM,26.8,9.8,9,46
MAA,HYD,34.5,22.5,3,0
MAA,DEL,20.6,22.1,21,53
BOM,HYD,29.5,18.8,16,0
BOM,MAA,26.3,16.3,5,0
BLR,HYD,26.4,9.0,2,0
BOM,DEL,33.7,11.1,11,4
HYD,MAA,25.2,0.1,6,3
BOM,DEL,23.0,18.9,4,14
DEL,BLR,26.7,4.3,1,0
BLR,DEL,21.4,10.4,10,14
BOM,DEL,27.9,2.2,2,38
DEL,BOM,33.8,18.8,12,25
HYD,DEL,28.2,7.1,23,0
BOM,BLR,21.3,6.5,9,39
DEL,MAA,23.1,14.0,14,0
DEL,MAA,23.3,11.8,10,37
BLR,HYD,23.4,2.2,16,16
BOM,MAA,30.7,15.4,7,28
BOM,BLR,23.0,2.3,15,15
MAA,DEL,20.4,24.7,3,15
HYD,MAA,26.0,7.8,21,23
BOM,MAA,33.9,18.7,18,31
MAA,BLR,31.9,5.0,0,31
BOM,BLR,26.8,5.9,11,19
HYD,BLR,28.6,1.3,7,15
BOM,MAA,30.8,18.7,19,34
BLR,BOM,34.2,19.5,9,33
HYD,DEL,34.9,4.9,11,33
MAA,BOM,22.6,0.1,1,7
DEL,BLR,21.7,14.7,6,1
DEL,MAA,32.5,21.3,15,14
MAA,DEL,23.4,19.4,2,12
BLR,DEL,21.5,11.4,15,48
HYD,DEL,33.6,11.5,14,0
MAA,HYD,34.9,16.7,16,0
BLR,HYD,28.4,11.2,19,22
HYD,DEL,31.7,10.5,6,8
BLR,DEL,29.3,2.9,10,33
MAA,BLR,29.1,10.2,4,22
HYD,DEL,30.1,12.5,1,15
HYD,MAA,22.1,4.9,21,12
DEL,BLR,32.5,15.2,16,7
MAA,HYD,34.4,20.2,9,15
MAA,BLR,23.0,20.6,23,48
BLR,MAA,32.5,20.3,19,22
HYD,BOM,21.8,19.0,20,34
BOM,HYD,23.4,17.3,2,43
DEL,HYD,26.6,13.9,8,17
DEL,BOM,31.5,0.3,1,0
BLR,BOM,30.7,23.4,2,0
DEL,BLR,28.8,6.9,20,28
MAA,BOM,28.4,11.0,22,0
HYD,MAA,21.8,21.5,20,34
BOM,BLR,30.9,21.5,15,0
DEL,HYD,30.4,4.8,16,40
HYD,MAA,22.3,1.9,21,39
HYD,BLR,21.3,18.5,23,22
DEL,HYD,33.7,5.1,0,10
BLR,DEL,30.2,20.4,23,0
DEL,MAA,29.7,18.8,13,24
MAA,HYD,26.5,7.3,20,2
BOM,MAA,23.5,16.7,22,18
MAA,DEL,31.1,24.4,4,55
DEL,HYD,34.3,3.1,3,0
BLR,MAA,23.8,22.4,18,8
MAA,BLR,33.7,14.6,15,0
HYD,BOM,27.4,16.4,19,18
HYD,MAA,22.2,22.6,5,48
BOM,BLR,24.8,6.8,13,9
DEL,HYD,28.4,10.3,23,11
MAA,BLR,28.1,18.3,15,4
MAA,BLR,23.4,5.7,12,0
DEL,BLR,20.1,23.9,0,0
HYD,DEL,24.4,23.3,18,16
BLR,MAA,21.3,18.1,2,30
BOM,DEL,26.4,6.8,16,30
HYD,MAA,30.8,2.7,3,40
DEL,HYD,24.9,11.7,2,15
BLR,DEL,23.8,11.3,9,35
BLR,BOM,29.1,11.2,21,23
HYD,BOM,20.8,4.1,3,0
HYD,BOM,27.7,11.5,5,26
BOM,BLR,33.8,4.1,3,13
MAA,DEL,23.2,20.0,14,0
DEL,HYD,23.7,15.1,11,14
DEL,BLR,31.9,12.1,20,38
BOM,BLR,24.4,3.2,13,18
HYD,BLR,25.8,12.7,21,19
DEL,BOM,23.3,19.7,14,5
MAA,BOM,29.5,3.3,2,5
HYD,BLR,34.9,1.0,10,26
BOM,MAA,27.3,16.2,7,22
DEL,BOM,33.8,6.6,18,0
BOM,DEL,21.6,7.6,0,21
BOM,MAA,20.4,20.2,2,25
BOM,HYD,20.3,14.6,4,0
HYD,BLR,34.4,22.1,16,23
DEL,MAA,23.4,8.7,14,1
DEL,MAA,30.1,11.8,11,37
MAA,HYD,25.2,23.8,21,0
HYD,MAA,34.2,9.2,2,21
BLR,DEL,27.8,15.6,0,12
HYD,DEL,23.5,11.7,11,36
DEL,HYD,26.1,2.3,19,53
MAA,BLR,32.0,4.6,16,4
MAA,DEL,28.3,12.1,22,4
BOM,HYD,29.6,10.7,10,20
MAA,HYD,22.4,9.0,15,38
MAA,DEL,31.3,1.2,6,1
BOM,MAA,25.2,11.0,8,0
BLR,DEL,29.5,16.3,4,0
BLR,HYD,33.2,3.7,10,4
BLR,DEL,32.4,9.7,14,0
DEL,MAA,25.4,21.8,7,21
BLR,BOM,27.7,22.6,7,7
BOM,BLR,29.4,17.1,19,0
MAA,BLR,21.8,5.8,18,26
BOM,HYD,20.9,1.9,14,21
DEL,MAA,21.8,21.4,15,10
HYD,MAA,22.4,14.7,6,0
HYD,MAA,20.7,22.7,15,0
BLR,BOM,32.8,19.1,11,0
MAA,DEL,28.9,12.6,15,34
MAA,BOM,31.9,11.1,23,0
HYD,BLR,24.1,15.5,5,28
BOM,MAA,27.4,9.6,7,24
BOM,DEL,26.1,7.5,17,29
DEL,BOM,22.9,11.2,22,19
DEL,MAA,24.4,18.1,16,20
MAA,DEL,22.3,23.8,20,32
MAA,DEL,22.9,1.8,12,12
BOM,BLR,33.3,16.0,6,59
HYD,BOM,34.6,0.1,0,15
DEL,MAA,22.7,13.6,3,6
DEL,BOM,30.0,16.5,13,0
BLR,MAA,21.5,8.2,9,0
BLR,HYD,26.2,14.9,13,0
DEL,BLR,23.2,3.1,7,33
BOM,DEL,20.2,20.3,22,0
BOM,DEL,23.4,2.4,21,0
BOM,HYD,22.6,19.8,8,69
BOM,BLR,21.7,4.1,5,55
MAA,BOM,22.1,12.3,14,28
DEL,BLR,23.7,3.4,12,4
BLR,HYD,25.2,23.8,17,5
MAA,BLR,25.9,7.7,22,13
BLR,HYD,34.6,9.0,19,16
DEL,HYD,20.5,4.0,15,25
MAA,HYD,33.1,23.6,22,0
BOM,HYD,29.4,5.9,8,7
BLR,BOM,20.9,23.1,2,32
BLR,MAA,25.5,7.3,19,0
HYD,MAA,26.2,20.3,18,34
BOM,MAA,30.9,11.1,8,15
HYD,MAA,26.1,24.9,0,19
BOM,MAA,20.8,20.8,0,28
BLR,BOM,27.2,3.9,12,22
HYD,MAA,23.5,7.6,11,1
HYD,BLR,22.9,6.3,5,0
MAA,DEL,28.1,9.3,17,0
DEL,BLR,32.7,3.8,13,6
BLR,DEL,22.7,20.6,20,0
MAA,BLR,22.8,22.0,11,13
MAA,DEL,22.3,21.8,9,4
BOM,DEL,26.7,14.4,13,8
BLR,BOM,24.0,9.6,10,23
HYD,BLR,33.6,15.5,7,0
HYD,BOM,20.5,7.2,17,29
DEL,BOM,25.7,4.6,6,26
MAA,DEL,33.6,9.5,8,16
BOM,BLR,20.7,14.1,3,24
BOM,DEL,26.9,2.5,19,10
MAA,DEL,30.8,4.4,7,0
BLR,HYD,20.3,6.7,9,0
DEL,HYD,27.4,9.3,22,22
BLR,BOM,31.9,15.4,7,23
DEL,HYD,24.8,0.7,21,42
BLR,MAA,34.8,15.0,21,42
DEL,BOM,23.5,19.1,14,23
DEL,HYD,24.8,18.7,15,9
MAA,BOM,32.6,14.6,6,47
HYD,BLR,32.6,21.1,16,51
BLR,BOM,31.2,7.7,20,2
MAA,HYD,32.9,21.6,2,22
BOM,DEL,31.1,2.5,4,42
HYD,BOM,31.8,9.2,10,31
HYD,BOM,30.2,3.3,9,28
BOM,DEL,25.8,14.0,9,0
MAA,HYD,24.1,14.2,4,39
MAA,BLR,28.7,10.0,2,6
MAA,BLR,31.7,18.0,16,0
BOM,BLR,20.1,23.9,13,31
HYD,DEL,33.7,9.8,7,9
DEL,MAA,25.3,24.9,12,0
BOM,DEL,29.1,5.8,15,0
BLR,DEL,32.1,19.7,1,26
DEL,HYD,33.6,15.3,7,0
HYD,BLR,23.1,19.8,0,0
BLR,MAA,22.4,17.6,12,9
DEL,HYD,26.7,13.4,22,42
BOM,MAA,24.5,3.2,7,18
BLR,DEL,24.9,24.4,1,23
DEL,MAA,28.0,11.5,9,6
BOM,MAA,28.9,19.8,3,35
HYD,DEL,30.7,18.9,21,23
BLR,BOM,21.6,19.1,8,0
MAA,BOM,30.2,4.8,15,28
DEL,MAA,23.2,1.4,13,0
MAA,BLR,27.1,23.9,12,0
DEL,HYD,21.1,4.8,20,0
BOM,BLR,33.1,14.2,9,0
MAA,BOM,20.6,23.7,2,9
MAA,HYD,28.9,10.0,22,67
MAA,DEL,20.3,7.0,22,0
MAA,BLR,24.8,20.1,10,0
DEL,MAA,20.5,13.4,18,7
MAA,BOM,27.0,22.0,12,37
DEL,BLR,21.8,7.9,12,13
BLR,DEL,24.5,6.0,2,43
DEL,MAA,30.4,22.3,11,10
BLR,HYD,28.4,2.3,0,39
BLR,MAA,22.8,21.4,18,38
BLR,HYD,27.6,5.4,17,18
DEL,MAA,23.0,16.2,10,53
MAA,BOM,30.8,23.5,23,1
MAA,BLR,28.2,23.1,12,0
HYD,BOM,25.8,17.0,22,12
DEL,MAA,21.7,12.6,3,21
DEL,BLR,31.5,12.8,0,34
MAA,HYD,32.6,11.9,4,21
HYD,DEL,29.9,15.0,23,7
MAA,BOM,33.8,10.3,22,0
BOM,DEL,22.1,21.5,17,7
DEL,MAA,31.8,4.1,6,49
DEL,MAA,30.6,23.3,19,61
BOM,DEL,23.1,2.2,8,19
HYD,DEL,30.0,2.1,10,11
BOM,BLR,32.3,9.5,23,18
BLR,BOM,22.7,22.4,5,0
MAA,HYD,29.7,13.9,2,16
DEL,MAA,22.0,3.8,11,53
BLR,HYD,28.3,14.5,10,13
BOM,MAA,32.1,14.4,20,1
DEL,BOM,28.7,24.4,3,16
MAA,BLR,25.7,9.3,2,0
DEL,BOM,20.5,21.6,22,0
MAA,DEL,23.8,20.6,14,16
MAA,BOM,31.9,4.6,6,12
BOM,MAA,29.5,14.3,15,0
BOM,BLR,25.5,9.8,2,0
DEL,BLR,23.0,4.3,20,11
HYD,MAA,22.5,11.7,17,39
DEL,BLR,24.7,4.0,21,23
DEL,HYD,32.7,1.5,0,16
BOM,BLR,33.4,3.0,13,0
DEL,BOM,33.6,12.5,18,0
BLR,HYD,21.2,17.9,8,0
HYD,BOM,25.3,18.4,16,11
HYD,MAA,26.7,24.1,9,23
BOM,HYD,20.0,0.4,8,31
DEL,MAA,30.0,13.7,13,43
MAA,BLR,26.2,4.9,19,52
HYD,BLR,21.4,24.2,8,11
MAA,BOM,20.5,0.8,11,0
DEL,HYD,22.2,0.9,7,0
DEL,MAA,26.3,3.7,5,12
BLR,MAA,22.4,21.1,23,63
BOM,MAA,26.3,17.4,4,57
MAA,BOM,20.5,11.0,3,12
DEL,MAA,23.7,5.2,23,37
HYD,DEL,21.8,17.8,19,54
DEL,BLR,27.1,7.7,23,29
MAA,BLR,34.4,17.6,1,7
MAA,HYD,28.4,9.4,9,39
MAA,BLR,34.8,14.8,1,27
BOM,MAA,30.4,24.5,10,0
BOM,DEL,30.0,11.6,5,50
BOM,DEL,28.2,2.7,21,21
MAA,DEL,23.5,14.3,20,59
MAA,DEL,32.5,20.8,9,0
